faultCode,flow_sigstats/ClearanceFactor,flow_sigstats/CrestFactor,flow_sigstats/ImpulseFactor,flow_sigstats/Kurtosis,flow_sigstats/Mean,flow_sigstats/PeakValue,flow_sigstats/RMS,flow_sigstats/SINAD,flow_sigstats/SNR,flow_sigstats/ShapeFactor,flow_sigstats/Skewness,flow_sigstats/Std,flow_sigstats/THD,pressure_sigstats/ClearanceFactor,pressure_sigstats/CrestFactor,pressure_sigstats/ImpulseFactor,pressure_sigstats/Kurtosis,pressure_sigstats/Mean,pressure_sigstats/PeakValue,pressure_sigstats/RMS,pressure_sigstats/SINAD,pressure_sigstats/SNR,pressure_sigstats/ShapeFactor,pressure_sigstats/Skewness,pressure_sigstats/Std,pressure_sigstats/THD,flow_ps_spec/BandPower,flow_ps_spec/PeakAmp1,flow_ps_spec/PeakAmp2,flow_ps_spec/PeakAmp3,flow_ps_spec/PeakAmp4,flow_ps_spec/PeakAmp5,flow_ps_spec/PeakFreq1,flow_ps_spec/PeakFreq2,flow_ps_spec/PeakFreq3,flow_ps_spec/PeakFreq4,flow_ps_spec/PeakFreq5,pressure_ps_spec/BandPower,pressure_ps_spec/PeakAmp1,pressure_ps_spec/PeakAmp2,pressure_ps_spec/PeakAmp3,pressure_ps_spec/PeakAmp4,pressure_ps_spec/PeakAmp5,pressure_ps_spec/PeakFreq1,pressure_ps_spec/PeakFreq2,pressure_ps_spec/PeakFreq3,pressure_ps_spec/PeakFreq4,pressure_ps_spec/PeakFreq5
0,1.16339062784389,1.15773640508307,1.16146385504513,2.41125604863748,38.4256827332477,44.6300416000991,38.5493981221889,-1.85960143892124,-1.63819730155631,1.00321960158262,-0.555146493234084,3.08722171245693,-9.98981797117075,1.00696944445714,1.00695959047907,1.00696615762799,2.41400481634074,7.25084477722488,7.30135530487913,7.25089206549537,-1.19354454511728,-0.903308738117745,1.00000652176015,-0.536656071424158,0.0261979679121055,-9.99643935668987,4.24525253321273,0.798143332454242,0.360073638291916,0.0207413828439696,0.0109171561286494,0.00860846141458494,96.0960960960961,48.048048048048,148.148148148148,244.244244244244,198.198198198198,0.000306383846476719,6.28421362146021e-05,2.64927753200956e-05,1.33478169485235e-06,7.22987636769441e-07,7.03454414943386e-07,96.0960960960961,48.048048048048,146.646646646647,245.745745745746,197.197197197197
0,1.15500217544347,1.14954325573058,1.15314173027695,2.40177720603451,38.4300915912229,44.3153423122044,38.5503912891387,-0.766920967129219,-0.502251608422194,1.00313035157958,-0.57674629510886,3.04441227660719,-10.6676364439899,1.00788758507241,1.00787743608411,1.00788420008257,2.37139999209228,7.25092880339608,7.30809657686654,7.25097746533607,-1.84439400716423,-1.70333068134645,1.00000671113195,-0.470405257255036,0.0265759095473614,-11.6423438040865,4.08990331139321,0.868381686909633,0.357311971272726,0.0137478040015258,0.0127484220885246,0.00982891152037613,96.0960960960961,48.048048048048,148.148148148148,245.245245245245,197.697697697698,0.000313286255968933,5.54969508129822e-05,2.66534004733142e-05,1.03733237679599e-06,1.01106172694715e-06,6.3848831331317e-07,96.0960960960961,48.5485485485485,245.245245245245,148.648648648649,197.697697697698
100,1.13984483034133,1.13444678547816,1.13800279626634,2.52191094633777,38.1079227372618,43.3669226349057,38.227374954945,-1.1653940074905,-1.04443189347477,1.00313457698828,-0.618154001321817,3.02093020122514,-12.7295328613452,1.00809034141071,1.0080803877988,1.00808702162805,2.38637857697769,7.24798136385971,7.30659594590894,7.24802906032452,-1.42062950252552,-1.16425869596238,1.000006580655,-0.46444921374586,0.0263056006347091,-10.1781930595461,4.08292463423606,0.670138313554071,0.288671803805597,0.0171780090866509,0.00994633158808616,0.00789191696007645,95.5955955955956,48.048048048048,147.147147147147,244.244244244244,198.198198198198,0.000309288282074118,5.11290030561856e-05,2.32666824436205e-05,1.05021668715556e-06,8.28070025368287e-07,6.47848992314936e-07,95.5955955955956,48.048048048048,147.147147147147,195.695695695696,245.245245245245
100,1.16109477986187,1.1555092226308,1.15919078631692,2.37900573275069,37.1732096436986,43.0908421168028,37.2916470702812,-1.43835322419759,-1.14897701061812,1.00318609632361,-0.575625719426027,2.97098898040804,-9.44466252676824,1.00737644540339,1.00736771583595,1.00737353386084,2.41146242754742,7.23965846231181,7.29304032912456,7.23970027476263,-0.665486188353364,-0.382483211284183,1.00000577547284,-0.500299985036053,0.0246154827227236,-10.3476936995348,3.95578460325064,0.513063327559473,0.245116567519634,0.00831922316429023,0.00682159018173236,0.00664007902944814,93.0930930930931,47.047047047047,149.149149149149,194.694694694695,241.241241241241,0.000268903964801791,3.39780720787273e-05,1.34922159614945e-05,6.26022251720734e-07,4.77837629163659e-07,3.97265482657057e-07,93.0930930930931,47.047047047047,147.647647647648,196.196196196196,242.742742742743
100,1.15574977514483,1.15046941288012,1.15395209601605,2.36780399820022,38.1051574319333,43.9715262876012,38.2205087726073,-1.78539021904054,-1.55201052264341,1.00302718446657,-0.555850262581874,2.96843474148709,-10.0490312440251,1.00757960723188,1.00756953877176,1.00757624900472,2.40979277062951,7.24775016527961,7.30266092525575,7.24779843399972,-1.47952755116637,-1.25969230186937,1.00000665982119,-0.495714476633397,0.0264625139803108,-10.5505708700965,3.93971742767814,0.64928767909919,0.295742622146175,0.0125861095592193,0.0108733570538183,0.00745719606976162,95.5955955955956,48.048048048048,147.647647647648,245.745745745746,197.197197197197,0.000310206952954831,5.19363211883921e-05,2.32484818076723e-05,1.39824360497233e-06,1.11102551671585e-06,5.72518999836298e-07,95.0950950950951,48.048048048048,147.647647647648,242.242242242242,197.697697697698
100,1.14865359668765,1.14339315138013,1.14686333089119,2.32107547014477,37.1791410503152,42.6393935446378,37.2919791352343,-1.4707367567405,-1.2300139039402,1.00303498364221,-0.542996531666215,2.90003124678677,-10.4512160576188,1.00787401601825,1.00786465963905,1.00787089530865,2.4414882909639,7.23963080925852,7.29661318543147,7.23967560093302,-0.521218445575439,-0.334310090107577,1.00000618701087,-0.512252027475468,0.0254773004839321,-12.0195923897316,3.77142120961419,0.507862872919886,0.204129383238638,0.00933784508814436,0.00656228996804262,0.00650901916579,93.0930930930931,47.047047047047,147.647647647648,196.196196196196,240.740740740741,0.000288689732997184,3.67332138340979e-05,1.45217615828197e-05,7.91117515962892e-07,5.30513931734126e-07,4.21477648027368e-07,93.0930930930931,47.047047047047,148.648648648649,243.743743743744,199.199199199199
100,1.15475713049676,1.1492208900058,1.15287376644684,2.28789582448292,38.057950452761,43.8760126817217,38.1789202261198,-1.90956730962316,-1.72195912225016,1.00317856773472,-0.504151312991135,3.03809846204554,-10.6365332744093,1.00830548885937,1.00829585146705,1.0083022744711,2.39746272705516,7.24780947934578,7.30798278295756,7.24785564903851,-1.66011626279645,-1.43966444675599,1.00000637015816,-0.491511570696397,0.0258808446904374,-10.623632694776,4.07408368663769,0.627679780826067,0.323954962774751,0.0168180020140182,0.0111381936545967,0.00689610004286214,95.0950950950951,48.048048048048,147.647647647648,243.743743743744,198.198198198198,0.000302878139417613,4.88524380086203e-05,2.32318051706858e-05,1.32355730195346e-06,8.03298329483003e-07,6.3294839009211e-07,95.5955955955956,48.048048048048,146.646646646647,243.243243243243,197.197197197197
100,1.15986769292698,1.15428541503526,1.15796362238572,2.49033044281438,36.983749989073,42.8258371067547,37.1016011715323,-1.43122825783672,-1.13372057510284,1.00318656660004,-0.593662861307896,2.95606530865817,-9.41654208622998,1.00718087561701,1.00717185956803,1.00717786845183,2.44846066959459,7.23788946737811,7.28984208584387,7.23793264932006,-1.16868053727973,-0.890934470759635,1.0000059660958,-0.51301827289176,0.0250122974158476,-9.87422845056828,3.86872645389215,0.48777523277483,0.183820354776441,0.00746983328274357,0.00673569500282327,0.00597318838098751,93.0930930930931,46.5465465465465,149.64964964965,240.740740740741,197.197197197197,0.000277502574968288,3.68361777677327e-05,1.47346476730079e-05,6.46510708605676e-07,3.8256963424278e-07,3.60959431056317e-07,92.5925925925926,47.047047047047,149.64964964965,242.742742742743,198.698698698699
100,1.17974029972935,1.17403660168008,1.17779590005732,2.4236817692637,37.9311225402746,44.6751206125072,38.0525790665945,-1.25583774547565,-0.992454580991603,1.00320202826033,-0.573261706808523,3.03914577655255,-9.94024074943697,1.00740772014245,1.00739786530488,1.00740443317165,2.34555530098853,7.24608823696864,7.29974141307518,7.24613547882192,-1.58060514645463,-1.34190801237909,1.00000651963539,-0.500198849845748,0.0261765169466048,-10.1470423078963,4.08203662789043,0.65021784845378,0.2781188653229,0.0125938552676088,0.0101335604647508,0.0077007349477389,95.0950950950951,47.5475475475475,147.147147147147,243.743743743744,197.197197197197,0.000300311177275115,4.64467019034925e-05,1.95777323398367e-05,6.67030723432365e-07,6.34002047789557e-07,6.1656972543841e-07,95.0950950950951,47.5475475475475,149.149149149149,243.743743743744,197.697697697698
100,1.15532100061363,1.14964031924463,1.15338575797199,2.34902127119999,38.2571537976058,44.1252563307023,38.3817926285804,-1.0579075900834,-0.52086809387434,1.00325792220807,-0.541421949217226,3.09194903692326,-7.93839822691791,1.00815093539385,1.00814100337295,1.0081476229161,2.28667499689233,7.24913213986755,7.30819533501214,7.24917973831141,-1.47347970571961,-0.922742712954639,1.00000656608859,-0.43925883319165,0.0262806424008367,-7.29623530036996,4.25930008261306,0.804296642583802,0.298663940174107,0.0161494508844672,0.0139224134442604,0.00903178196413429,95.5955955955956,48.048048048048,147.647647647648,244.244244244244,199.199199199199,0.000304542397367636,4.86985697473587e-05,2.06715171657077e-05,1.14816944835591e-06,7.57896883248615e-07,5.91425617052961e-07,95.5955955955956,48.048048048048,147.147147147147,198.198198198198,246.246246246246
