flow_sigstats/ClearanceFactor,flow_sigstats/CrestFactor,flow_sigstats/ImpulseFactor,flow_sigstats/Mean,flow_sigstats/RMS,flow_sigstats/SINAD,flow_sigstats/SNR,flow_sigstats/ShapeFactor,flow_sigstats/Skewness,flow_sigstats/Std,flow_sigstats/THD,pressure_sigstats/ClearanceFactor,pressure_sigstats/CrestFactor,pressure_sigstats/Mean,pressure_sigstats/RMS,pressure_sigstats/SNR,pressure_sigstats/ShapeFactor,pressure_sigstats/Skewness,pressure_sigstats/Std,pressure_sigstats/THD,flow_ps_spec/BandPower,flow_ps_spec/PeakAmp1,flow_ps_spec/PeakAmp2,flow_ps_spec/PeakAmp3,flow_ps_spec/PeakFreq1,flow_ps_spec/PeakFreq2,pressure_ps_spec/BandPower,pressure_ps_spec/PeakAmp1,pressure_ps_spec/PeakAmp2,pressure_ps_spec/PeakAmp3,pressure_ps_spec/PeakFreq1,pressure_ps_spec/PeakFreq2
1.17181204928514,1.16578104511204,1.16975517544964,38.2767465383514,38.4072314010798,-1.42558604676378,-1.33654030925425,1.00340898520719,-0.55350154097634,3.16455948753933,-14.1813804421895,1.00719149872497,1.00718110703266,7.24981729918488,7.24986715064926,-1.37200831589763,1.00000687623733,-0.496488794028959,0.0268967072635891,-15.1245809273303,4.34900482277874,0.484206871980158,0.22799085088377,0.0231855378540732,96.5965965965966,48.5485485485485,0.0003177086331739,3.61339824514449e-05,1.54032652719175e-05,2.11278525993115e-06,96.5965965965966,48.048048048048
1.17474504161254,1.16809542838564,1.1724762109997,36.3060433523594,36.4422042169931,-3.10580886314307,1.23013766542852,1.00375036363264,-0.505645887712735,3.14860585707433,1.20789781394309,1.0079626758145,1.0079527419007,7.23257495975372,7.23262246903301,1.99968223480284,1.00000656879183,-0.382089030552464,0.0262260137484738,0.245194212174403,4.18462237551022,0.353957477520717,0.261430762129331,0.0070145808159856,93.0930930930931,45.0450450450451,0.0002844438459446,2.06805695419983e-05,1.71762551887432e-05,7.62789587936572e-07,93.0930930930931,45.0450450450451
1.17903008080844,1.17312378634642,1.17701699223021,37.8408714025255,37.9664526113518,-1.8376880386618,-1.76326243017775,1.00331866588088,-0.550201360612378,3.0867310703023,-13.8462676889251,1.00682478917589,1.00681490568293,7.24526392942908,7.24531133089376,-2.00189803493018,1.00000654240689,-0.492154363820279,0.0262192083567408,-13.7214610279142,4.19234978063652,0.604030700048539,0.255336096665649,0.0243041943129375,95.0950950950951,48.048048048048,0.0003048532684227,3.99692819283435e-05,1.54782415458172e-05,2.13091364496609e-06,95.0950950950951,48.048048048048
1.2028559284871,1.18176250307106,1.19460120891455,37.0726038082582,37.4753617684317,-3.53261345499553,-3.26354081014705,1.01086403216393,-2.12202961708867,5.48177044450161,-7.99032423689354,1.01000259894862,1.00997525252483,7.24052716803347,7.24065764398137,-2.35098182780606,1.00001802022765,-1.6648560129301,0.0434858695856992,-7.88929108555578,11.4275263198537,0.346635805640686,0.0284503464755159,0.0189999312141817,49.0490490490491,120.620620620621,0.0007415083088721,2.3743149305145e-05,1.71148871438421e-06,1.21139359946701e-06,48.048048048048,119.61961961962
1.23906586156547,1.22518662278147,1.23431116158095,34.6310292546497,34.8889427547032,-2.0935004884426,3.15290103282807,1.00744746851608,-0.260770219693221,4.23616348684846,0.623931659492991,1.01055433845387,1.01053598382588,7.21805703009352,7.21814442167888,3.37524443254925,1.0000121073559,-0.133442326080321,0.0355338411510806,0.24707287026829,5.61070116344055,0.161004990409156,0.0549952560804781,0.0130024717469367,43.5435435435435,95.5955955955956,0.0003892214716502,1.0493379397884e-05,3.91908069751941e-06,7.41901572458176e-07,43.043043043043,94.5945945945946
1.15196322955805,1.14582484515559,1.14986517669631,38.3105705943481,38.445658786378,-1.59553792648757,-1.51650432553547,1.00352613364756,-0.606794329994559,3.22141288427288,-14.0544468890896,1.0071907585222,1.00718031167039,7.2493067001801,7.24935681226045,-1.89737477033644,1.00000691267213,-0.511460238524372,0.0269659721902501,-12.5419605527141,4.54006976391291,0.545380017705766,0.23857864325726,0.0244523936986697,96.5965965965966,48.5485485485485,0.0003205976702364,3.70662604245729e-05,1.83143939766471e-05,2.03475017761742e-06,96.5965965965966,48.5485485485485
1.18847162686557,1.1696299507587,1.18126140911721,36.328131592044,36.6893989737326,-3.63746182956642,-3.21175350470977,1.00994456268067,-1.94595127014821,5.13817423425882,-6.32509807155347,1.00905382061221,1.0090299338221,7.23398079951665,7.23409479202118,-2.76030943740158,1.00001575792191,-1.60138201379856,0.0406279035796481,-7.02908017318063,9.85094657649159,0.300781102287362,0.016087269753965,0.0121410845141044,49.0490490490491,189.68968968969,0.0006342310592346,2.06575564866263e-05,1.11230328842159e-06,7.2279114194297e-07,48.5485485485485,187.187187187187
1.17964528499325,1.17421210343289,1.17779514768663,37.60716608744,37.7219223056353,-1.68547553967354,-1.24315573724006,1.0030514455125,-0.562792133299978,2.94137468516188,-7.98339053094547,1.00736688876211,1.00735757477682,7.24343618770539,7.24348082393899,-1.77917938116061,1.00000616230094,-0.451628375530922,0.025439738201269,-7.46040986988019,3.83100292197926,0.48610114998507,0.255819547283931,0.0107258603003309,94.5945945945946,47.5475475475475,0.0002849931320963,3.72624153669566e-05,1.78949160825871e-05,7.24069995430183e-07,94.5945945945946,47.5475475475475
1.17732712557608,1.16897569792963,1.17441447706936,36.4943651144107,36.6641588851909,-4.67996844980422,-4.55971850882166,1.00465260240171,-0.978143601899789,3.52593437346581,-9.5809853708673,1.00779110597574,1.00777894602776,7.2339806371159,7.23403879484502,-1.97881389641398,1.0000080395196,-0.827841292452251,0.0290194476910623,0.694584990017138,5.17157830170238,0.120546824837029,0.104554406540761,0.0174004622533404,48.048048048048,95.0950950950951,0.000352060164504,8.55521794451786e-06,8.37529128754422e-06,1.33752557390648e-06,49.0490490490491,94.5945945945946
1.14865359668765,1.14339315138013,1.14686333089119,37.1791410503152,37.2919791352343,-1.4707367567405,-1.2300139039402,1.00303498364221,-0.542996531666215,2.90003124678677,-10.4512160576188,1.00787401601825,1.00786465963905,7.23963080925852,7.23967560093302,-0.334310090107577,1.00000618701087,-0.512252027475468,0.0254773004839321,-12.0195923897316,3.77142120961419,0.507862872919886,0.204129383238638,0.0093378450881443,93.0930930930931,47.047047047047,0.0002886897329971,3.67332138340979e-05,1.45217615828197e-05,7.91117515962892e-07,93.0930930930931,47.047047047047
1.24146449706239,1.22778543895148,1.23679752672869,35.4113799959611,35.6713036395484,-1.36481667092575,5.73716479521945,1.00734011618912,-0.171968456988385,4.30017056075856,0.481195654834338,1.0099232853442,1.00990435264934,7.225347607169,7.22543790306308,6.43728941747901,1.00001249710035,-0.0713595353211204,0.0361377084204128,-0.193171175800572,5.63858572920075,0.192500360128266,0.0898888246552748,0.0068215748037555,41.041041041041,94.5945945945946,0.000391248622738,1.36752540617206e-05,5.60701329588698e-06,4.90827757084108e-07,41.041041041041,94.0940940940941
1.17194952830993,1.16544324471669,1.16973079087644,36.292417743829,36.425933826256,-2.58710759008095,1.89582897834854,1.00367889743167,-0.496945230397205,3.11723600540107,0.754520115143363,1.0087644508613,1.00875418548517,7.23203775826366,7.23208681148339,1.44731740329488,1.00000678276599,-0.330383447213653,0.0266477605191503,0.424141099174645,4.051898392162,0.325156072359663,0.253915509029905,0.0090991862925596,93.0930930930931,45.0450450450451,0.0002954137162909,2.03256280235939e-05,1.65284530725321e-05,5.35559699404615e-07,93.5935935935936,45.5455455455455
1.25961625899169,1.24575882646858,1.2548925023138,35.5773261366736,35.8381725842104,-1.03314408305595,5.47033011674045,1.00733181708302,-0.150422508006283,4.31787017788119,0.0142016913681379,1.01021761866495,1.0101988120655,7.22702194537845,7.22711162953268,5.02667247506996,1.00001240955886,-0.138352767905019,0.0360192587436546,0.600696748628557,5.66181446187572,0.189258418996318,0.0814971125538569,0.0082938291806736,41.5415415415415,95.0950950950951,0.000401866152641,1.34969997886551e-05,7.15326352838593e-06,5.94600548864334e-07,41.041041041041,94.5945945945946
1.19284844351845,1.18599579653114,1.19051252268632,37.4992900310224,37.6421016873362,-2.99400492493566,-2.85496551489878,1.00380838293727,-0.47442018767759,3.27719531986249,-10.9380806054298,1.00782956339717,1.00781809688952,7.2418390408342,7.24189395714857,-2.69324834602039,1.00000758320008,-0.36015229928194,0.0282144654805308,-13.8899617203679,4.57654227548432,0.504250068551629,0.413312091145521,0.0157911550894674,95.5955955955956,46.5465465465465,0.0003308543283022,3.02001944205748e-05,2.42298954787337e-05,8.23950673798136e-07,95.5955955955956,46.046046046046
1.15295969519475,1.14652136423442,1.15075625988618,38.1871950290901,38.3282467279298,-2.15911480492952,-2.13369611515066,1.00369369100643,-0.623444770615648,3.28658286190549,-16.5955718747162,1.00804839878656,1.00803721701202,7.24860216017426,7.24865574557841,-2.14279202182473,1.00000739251554,-0.528353312272633,0.0278834860044285,-12.881898568064,4.70348240908932,0.34148818726765,0.163361176285131,0.0315535986072385,97.0970970970971,49.0490490490491,0.0003372732464342,2.77300615139822e-05,1.16165513084547e-05,2.48062969356099e-06,96.5965965965966,49.0490490490491
1.21797774348735,1.20712657847591,1.2142793345866,34.6923061453631,34.897873323818,-3.18555749259781,2.89222334707246,1.00592543999795,-0.246712055585001,3.78383113466784,2.00904697848128,1.00966245397715,1.00964811541205,7.21921179687378,7.21928014054259,3.1550343274163,1.00000946691561,-0.099689347811288,0.0314261328752235,1.58033922227253,4.91738878420002,0.201592524319422,0.123676027211777,0.0122993290173061,41.041041041041,91.5915915915916,0.0003292661537453,1.18992534875588e-05,7.52562202579264e-06,6.98247767441474e-07,41.041041041041,91.5915915915916
1.17922113965867,1.17185918246537,1.17671378825454,37.1140408403418,37.26779142763,-2.78541242864748,0.539993159375016,1.00414265285609,-0.400365006415036,3.38316133275339,0.191914255987194,1.00874410129354,1.00873166827117,7.23952323466249,7.23958270956809,0.141991462181464,1.00000821530696,-0.279645754311261,0.0293574705792381,0.139033497394782,4.61608267522149,0.341334797390488,0.272416270453134,0.0166615706078954,95.5955955955956,45.5455455455455,0.000346350632551,2.45173052544347e-05,2.18926359350496e-05,1.11386469158353e-06,45.5455455455455,95.5955955955956
1.17195125884,1.16623657976498,1.17000375109401,38.052616246279,38.1755336091923,-1.55269075992855,-1.2894538574771,1.00323019479443,-0.553883720115813,3.06228204056308,-10.0879277423603,1.00854710827264,1.00853707503753,7.24756424028588,7.2476122948348,-1.40030119487189,1.00000663044125,-0.425785640756487,0.0264034019734959,-12.0750644552676,4.18583457685911,0.808516025764177,0.400849270891375,0.0124000812930621,96.0960960960961,48.048048048048,0.0003087966199776,5.53123848035285e-05,3.00500518071264e-05,1.50367674355903e-06,96.0960960960961,48.048048048048
1.16731492429758,1.16135049707617,1.16527717950657,37.6437742596509,37.7710529299331,-2.3369183486655,-2.26063514266528,1.00338113467062,-0.619976266623698,3.09946734779105,-12.9343295441921,1.00697532048041,1.00696536275063,7.24364473545427,7.24369247481435,-2.05853344154002,1.00000659051649,-0.501846360034413,0.0263095525347288,-12.5450627580987,4.24326525778591,0.578412912586549,0.2241276680274,0.02390460931839,94.5945945945946,47.5475475475475,0.000303870540885,3.88882839942818e-05,1.51175461523e-05,1.31301643593539e-06,94.5945945945946,47.5475475475475
1.18848476232674,1.18101383653975,1.18593952553683,36.1480242682099,36.2987878917131,-3.36088453156114,0.295702238573512,1.00417072928757,-0.398871022970812,3.30627371307079,1.01659394193137,1.00834039261506,1.00832962318733,7.23064600893197,7.23069748403383,-2.9675739064755,1.00000711901838,-0.275402280602555,0.0272950446415528,-10.1318615334771,4.43571858693066,0.278462309905257,0.244347612774352,0.0093192100015979,93.0930930930931,44.044044044044,0.0002979923645131,1.63126799369148e-05,1.58845954949294e-05,5.6892585241949e-07,93.0930930930931,44.5445445445445
1.1796305353839,1.17004636825722,1.17623322303008,37.7576877227206,37.9573390671774,-4.79839631456768,-3.62793085274165,1.00528770050547,-1.26204087330956,3.88962775424582,-1.14239989930829,1.00857808421522,1.00856244928,7.24453838609535,7.24461319996396,-2.45881499472651,1.00001032693384,-0.985297701030089,0.0329377110265063,-1.8034739610743,6.11885632026153,0.161307915799837,0.0741942377208813,0.0147160517773307,49.0490490490491,97.0970970970971,0.0004539809920351,1.45533446803981e-05,5.96769666802078e-06,1.01084239377963e-06,48.5485485485485,96.5965965965966
1.14997753085031,1.14463958814608,1.14816031200758,38.3916815584978,38.5097680817547,-1.12428602597547,-0.931608878852928,1.00307583618282,-0.5497125769712,3.0147292319738,-11.3163652111402,1.00858529951169,1.008575012159,7.25095883916619,7.2510081297339,-0.962700469228175,1.00000679779996,-0.496411057243989,0.0267470719884179,-12.2497921366075,4.06001162360295,0.969510884639664,0.355196048988321,0.0173573050226194,96.0960960960961,48.048048048048,0.0003270935993199,6.88434234105382e-05,2.70858788234278e-05,1.4390143935166e-06,96.0960960960961,48.048048048048
1.16263195212593,1.15566351874846,1.16022666618524,38.0220068441172,38.1721370682327,-4.28521442430436,-4.2019090201358,1.00394850868159,-0.821440654553233,3.38357450611615,-11.0725567778948,1.00840938747632,1.00839702350937,7.24768222858582,7.24774144425012,-4.01446550908723,1.00000817028982,-0.660281077997577,0.02930992048433,-10.0261683626443,4.83449780187274,0.196350858417681,0.133689536594275,0.0248320410107284,97.5975975975976,49.0490490490491,0.000362679786986,1.6124868134187e-05,1.07822744489155e-05,1.74759178609663e-06,97.0970970970971,49.0490490490491
1.14635540182818,1.14058472797161,1.14438970467633,38.4089123743203,38.5370440363126,-1.42705130869711,-1.27565701336507,1.00333598777137,-0.530414997002018,3.14124645476151,-12.0510837830145,1.00789131773306,1.0078811795677,7.2497649886361,7.24981358981586,-1.57684545316114,1.00000670382831,-0.500474010877148,0.0265571811770315,-14.1683166380995,4.39658599886298,0.79302551176525,0.370826671352304,0.0260408373457846,96.0960960960961,48.048048048048,0.0003133102459144,5.37070267052434e-05,2.31510363760383e-05,1.57051232924394e-06,96.0960960960961,48.048048048048
1.15584832957273,1.15014447683468,1.15390568367883,38.3833427908026,38.5088641444357,-1.21686188687639,-1.02415040331792,1.00327020380474,-0.532039010538611,3.10799885938446,-11.3008490816258,1.00910451964819,1.00909395466268,7.25002847841563,7.25007906791769,-1.64855616339591,1.00000697783494,-0.451220809867701,0.0270954703754903,-10.1316974068002,4.27548959489922,0.780958854992798,0.357797692121339,0.0185403509280814,96.0960960960961,48.048048048048,0.0003255464059604,5.14862004115234e-05,2.37426241189212e-05,1.54224450810361e-06,96.0960960960961,48.5485485485485
1.16991029234014,1.16278530642554,1.16745548879717,38.1096969942,38.2627598460497,-3.89303623079145,-3.81466048978185,1.00401637546142,-0.76269275089437,3.42045721141317,-11.5382158900187,1.00784757924142,1.00783553098741,7.24780895640733,7.24786669356605,-3.71378597737614,1.00000796615351,-0.658611432058218,0.0289419518182555,-12.1686914278339,4.9508211803775,0.236411657975505,0.139262503295574,0.024799067695733,97.0970970970971,49.0490490490491,0.0003562761073087,1.52279074217999e-05,9.77291083660113e-06,1.64392635914705e-06,97.5975975975976,49.0490490490491
1.26819312834461,1.25202344334894,1.26263387815298,35.0087491990463,35.3054353776645,-1.27011074456661,4.01383853322697,1.00847462949708,-0.269369818883212,4.56931407291986,-0.178754062831,1.01218731427467,1.01216662342029,7.22162097276173,7.2217193776338,3.25149633442319,1.00001362642438,-0.123990700531179,0.0377157721911811,0.351837880111331,6.28999266018013,0.16709702727687,0.0459789610766134,0.0108177112012237,43.043043043043,96.0960960960961,0.0004321209274227,1.20415729822329e-05,3.39904903552952e-06,8.10347356283519e-07,43.043043043043,94.0940940940941
1.19009917130489,1.18042055429348,1.1866660857854,37.7762516512616,37.9761234414267,-4.70707521102034,-3.68480213761436,1.00529093759779,-1.27369862392257,3.89273427315383,-1.72323310206314,1.00835770743267,1.00834158839425,7.24535003619017,7.24542719094111,-3.46443186678402,1.00001064886452,-0.988213565854667,0.033450919290655,-0.811402777298816,6.16832383402982,0.170403273133764,0.0636424278250629,0.0122210864250897,49.0490490490491,97.0970970970971,0.0004683804811343,1.44530948941481e-05,5.98375157730941e-06,9.76669849640065e-07,48.5485485485485,97.0970970970971
1.17368488978874,1.1663852273608,1.17115894847453,36.905267018567,37.0563109860674,-3.9296066534035,-3.79644727990918,1.00409274826339,-0.867738785603367,3.3437643048259,-9.3681935893576,1.00851513089424,1.00850355519179,7.23784989022344,7.23790525252467,-3.56430506749976,1.00000764899826,-0.600551019675209,0.0283209985589658,-13.6905343474857,4.70666618735868,0.152565107884221,0.115151214795713,0.0231978522170727,95.0950950950951,48.5485485485485,0.0003385567051564,1.40957321153775e-05,8.23206372634467e-06,1.45763431318707e-06,94.5945945945946,48.5485485485485
1.2435117102173,1.2270485099868,1.23752219795574,36.0510572521084,36.3587773801522,-3.00011337797509,-2.51695560069915,1.00853567555292,-1.27019345504477,4.72234389764863,-6.40075148906993,1.00951230279205,1.00949121031913,7.23099876177895,7.23109939722031,-2.55617699331131,1.00001391722564,-0.974227822576123,0.0381655926758256,-6.60496556493089,8.10788547750778,0.243802809875781,0.0183881171409322,0.0180080342830807,48.5485485485485,187.687687687688,0.0005359753243374,1.75843447581681e-05,2.23890778432977e-06,8.64837642115643e-07,48.048048048048,88.5885885885886
1.18577556007809,1.18002470709918,1.18381737239158,37.7313882947306,37.8526590833494,-0.94500336731091,-0.610065768861317,1.00321405583255,-0.528001762226511,3.02882410847348,-9.69966056624542,1.00839919299724,1.0083887045864,7.24472962752469,7.2447798474494,-1.5965575543946,1.00000693192532,-0.494367408953606,0.0269864495620589,-12.3280612619493,4.04464343546497,0.64643364243222,0.291200341251624,0.0137960532344104,95.0950950950951,47.5475475475475,0.000323028744598,4.77607207641039e-05,2.39388446395405e-05,1.19599839336852e-06,95.5955955955956,47.5475475475475
1.15400000466834,1.14850036113536,1.15212655446116,38.4106617530798,38.5319368436257,-1.56961457073847,-1.3875518962259,1.00315732885118,-0.557735004661011,3.05597719704009,-11.1136479471817,1.00753227396606,1.00752187862169,7.25088824237451,7.25093810254947,-0.793283217032717,1.00000687642304,-0.474021366553788,0.0269010436949221,-9.8693929735624,4.1478008856626,0.848073369242912,0.345711443788102,0.0191937784793609,96.0960960960961,48.048048048048,0.000322254777338,6.20689658026058e-05,2.43543436145277e-05,1.82446357201224e-06,96.0960960960961,48.048048048048
1.16605651433646,1.16011909635762,1.16402856040519,37.0595730454701,37.1844594204073,-1.07659599415824,-0.969897044791777,1.00336988164391,-0.610417256164948,3.04627556185939,-13.5010205335696,1.00754240887351,1.00753307457884,7.23872442425714,7.23876912045363,-1.04130341457173,1.00000617459567,-0.469548778247441,0.0254485389939781,-11.9038627308225,4.06467694046628,0.400400827376381,0.129252089331193,0.0172479207597803,93.5935935935936,47.047047047047,0.0002848567467948,3.19481453267332e-05,1.06704007644106e-05,1.31529144304493e-06,93.0930930930931,47.047047047047
1.15546001376296,1.1489715134046,1.15323841948401,38.2186393118076,38.3605708936822,-3.06449002972123,-2.97935716580948,1.00371367438586,-0.62834102309393,3.29819131497989,-12.1320260177601,1.00787672491342,1.007865631792,7.24850740130034,7.24856057134282,-2.23408160202543,1.00000733530912,-0.49702212093698,0.0277750258574992,-15.0770121512563,4.61660544256123,0.348660185327316,0.178156980654909,0.0264151180853535,96.5965965965966,49.0490490490491,0.0003333322370474,3.1446309088292e-05,1.31911942596609e-05,1.92774404796101e-06,96.5965965965966,48.048048048048
1.18987220240484,1.18363154548953,1.18774408663844,37.1186680179444,37.2476372484435,-1.82221321995607,-1.65426215031358,1.00347451127386,-0.531511074178224,3.09821846167136,-11.1416752055041,1.00861444155661,1.0086044477822,7.23903952735969,7.23908733282946,-1.77976507279265,1.00000660384152,-0.446683352604371,0.026319392735603,-11.9583455009184,4.21184082952522,0.518179218954629,0.31641597691589,0.0093920975481564,94.5945945945946,46.5465465465465,0.0003025550353488,3.37154881551735e-05,2.03719160815586e-05,8.79333965773025e-07,94.5945945945946,46.5465465465465
1.18265955873851,1.17603485699995,1.18040146729233,37.4439150928266,37.5829441225004,-2.6414736669209,1.36856811147097,1.00371299393584,-0.473668350047614,3.23103758294023,0.699510439180678,1.00882485683836,1.00881353248972,7.24221012762675,7.24226431058072,-2.56305972717011,1.00000748154956,-0.41369572165888,0.0280261595922418,-10.8082157845699,4.43543204495503,0.429036052479264,0.374624434437114,0.0121061804368404,95.5955955955956,46.5465465465465,0.0003376398796474,3.75184783803081e-05,3.17279189329692e-05,7.87678761338607e-07,95.5955955955956,46.5465465465465
1.15532100061363,1.14964031924463,1.15338575797199,38.2571537976058,38.3817926285804,-1.0579075900834,-0.52086809387434,1.00325792220807,-0.541421949217226,3.09194903692326,-7.93839822691791,1.00815093539385,1.00814100337295,7.24913213986755,7.24917973831141,-0.922742712954639,1.00000656608859,-0.43925883319165,0.0262806424008367,-7.29623530036996,4.25930008261306,0.804296642583802,0.298663940174107,0.0161494508844672,95.5955955955956,48.048048048048,0.0003045423973676,4.86985697473587e-05,2.06715171657077e-05,1.14816944835591e-06,95.5955955955956,48.048048048048
1.15027549605335,1.144638013605,1.14835491800973,38.3567768463599,38.4813301733654,-0.89695332371225,-0.725002542977483,1.00324723131728,-0.542180614515895,3.09490181400555,-12.2540777270536,1.00774939813103,1.00773940198701,7.25017235137099,7.25022028032695,-0.876741562678328,1.00000661073332,-0.532547631272845,0.0263736200988119,-9.8228675056391,4.24882575396262,0.973762339685237,0.375514133551564,0.0139491859134975,96.0960960960961,48.048048048048,0.0003096893234452,6.77237829045975e-05,2.62854985269018e-05,1.3045024980109e-06,96.0960960960961,48.5485485485485
